ID_SARA,Alimento,ID_SARA_1,ENERC_KJ,ENERC_KCAL,WATER,PROTCNT,FAT,CHOCDF,ASH,Sodiomg,K,CA,P,FE,ZN,THIA,RIBF,NIA,VITC,origen_categoria,FASAT,FAMS,FAPU,FAPUN6,FAPUN3,CHOLE,WATER ,CHOAVLDF,FIBTG,ASH ,CHOCDF ,F14D0,F16D0,F18D0,F20D0,F16D1,F18D1,F20D1,F18D2,F18D3,F20D4,F20D4N6,F20D5,F22D6
14.0,Maiz. harina amarilla (polenta). cruda,,1545.0,369.0,,11.1,3.2,73.9,1.1,25.0,269.0,12.0,87.0,2.61,,0.189,0.131,2.4,,Cereales.xls,,,,,,,10.7,,,,,,,,,,,,,,,,,
15.0,Maiz. harina amarilla (polenta). cruda,,1415.0,338.0,,9.1,4.9,73.4,0.72,35.0,299.0,26.0,170.0,2.9,2,,,,,Cereales.xls,,,,,,,11.9,64.5,8.9,,,,,,,,,,,,,,,
16.0,Maiz. harina amarilla (polenta). hervida,,285.0,68.0,,3.2,0.8,13.7,0.1,11.0,55.0,8.0,42.0,0.92,,,,,,Cereales.xls,,,,,,,82.7,11.9,1.8,,,,,,,,,,,,,,,
17.0,Maiz. pan,,1151.4,275.0,,9.1,2.9,53.2,1,,,,,,,,,,,Cereales.xls,,,,,,,33.8,,,,,,,,,,,,,,,,,
19.0,"Trigo. bizcochos ""Bay Biscuit""",,1653.0,382.0,,5.9,10.1,72.5,2.6,171.0,97.0,212.0,125.0,1.24,,,,,,Cereales.xls,,,,,,,15.2,67.1,1.5,,,,,,,,,,,,,,,
21.0,Trigo. bizcochos. vainillas,,1679.0,401.0,,10.2,8.9,70,4.7,111.0,138.0,69.0,339.0,1.09,,,,,,Cereales.xls,,,,,,,6.2,,,,,,,,,,,,,,,,,
22.0,Trigo. galleta de campo,,1256.1,300.0,,9.8,1,63,1.4,295.0,136.0,28.0,194.0,0.14,,,,,,Cereales.xls,,,,,,,24.8,,,,,,,,,,,,,,,,,
23.0,Trigo. galleta marinera,,1511.5,361.0,,12.8,0.7,75.9,0.1,30.0,10.0,16.0,115.0,0.14,,,,,,Cereales.xls,,,,,,,10.5,,,,,,,,,,,,,,,,,
24.0,"Trigo. galletitas de agua ""Express""",,1850.7,442.0,,13.5,15.5,62,3.9,323.0,99.0,44.0,174.0,0.93,,,,,,Cereales.xls,,,,,,,5.1,,,,,,,,,,,,,,,,,
25.0,"Trigo. galletitas de agua ""Traviata""",,1829.7,437.0,,12.2,13.1,67.6,3.4,640.0,52.0,51.0,117.0,3.65,,,,,,Cereales.xls,,,,,,,3.7,,,,,,,,,,,,,,,,,
26.0,Trigo. galletitas de harina blanca,,1716.7,410.0,,12.2,11.6,,1.3,141.0,160.0,18.0,59.0,1.7,2.2,,,,,Cereales.xls,,,,,,,6.0,64.2,4.7,,,,,,,,,,,,,,,
27.0,Trigo. galletitas de harina integral,,1720.9,411.0,,10.6,15.8,,1.89,141.0,182.0,19.0,200.0,2.0,2.2,,,,,Cereales.xls,,,,,,,5.4,56.5,9.8,,,,,,,,,,,,,,,
28.0,"Trigo. galletitas dulces ""Manón""",,1746.0,417.0,,8.5,10.1,73,5.4,233.0,41.0,42.0,111.0,0.99,,,,,,Cereales.xls,,,,,,,3.0,,,,,,,,,,,,,,,,,
29.0,"Trigo. galletitas dulces ""Minue""",,1754.4,419.0,,8.2,13.1,67,5.5,209.0,97.0,40.0,180.0,1.79,,,,,,Cereales.xls,,,,,,,6.2,,,,,,,,,,,,,,,,,
30.0,"Trigo. galletitas oblea ""Opera""",,1850.7,442.0,,4.9,21.1,58,4,208.0,43.0,46.0,128.0,1.79,,,,,,Cereales.xls,,,,,,,12.0,,,,,,,,,,,,,,,,,
18.0,Trigo. grano entero. crudo,,1452.9,347.0,,12.4,2,69.8,3.1,9.0,355.0,14.0,333.0,2.62,,,,,,Cereales.xls,,,,,,,12.7,,,,,,,,,,,,,,,,,
31.0,Trigo. grisines,,1432.0,342.0,,12.5,0.2,72.6,4.7,628.0,148.0,24.0,143.0,1.68,,,,,,Cereales.xls,,,,,,,10.0,,,,,,,,,,,,,,,,,
33.0,Trigo. harina cuatro ceros,,1457.1,348.0,,10.2,2.6,,0.31,3.0,144.0,11.0,91.0,0.8,1.2,0.165,0.064,1.1,,Cereales.xls,,,,,,,12.7,70.8,3.3,,,,,,,,,,,,,,,
34.0,Trigo. harina integral,,1289.6,308.0,,11.4,3,,1.81,16.0,605.0,27.0,267.0,3.3,3.8,1.557,0.364,5.2,,Cereales.xls,,,,,,,12.4,58.8,12.6,,,,,,,,,,,,,,,
32.0,Trigo. harina tres cero,,1423.6,340.0,,10.3,2.7,,0.64,10.0,176.0,11.0,171.0,1.5,1.8,0.219,0.09,1.7,,Cereales.xls,,,,,,,13.1,68.7,4.6,,,,,,,,,,,,,,,
38.0,Trigo. pan alemán,,1105.4,264.0,,8.9,0.2,56.7,0.2,150.0,69.0,19.0,97.0,1.4,,0.197,0.273,2.5,,Cereales.xls,,,,,,,34.0,,,,,,,,,,,,,,,,,
39.0,Trigo. pan criollo,,1172.4,280.0,,8.7,0.3,60.7,1.1,264.0,128.0,20.0,121.0,1.2,,,,,,Cereales.xls,,,,,,,29.2,,,,,,,,,,,,,,,,,
41.0,Trigo. pan de salvado,,933.7,223.0,,9.8,1.6,,2.1,112.0,338.0,68.0,209.0,1.2,,,,,,Cereales.xls,,,,,,,35.0,42.3,9.2,,,,,,,,,,,,,,,
40.0,Trigo. pan de Viena,,1285.4,307.0,,9.8,1.9,62.6,1,71.0,132.0,39.0,157.0,1.2,,,,,,Cereales.xls,,,,,,,24.7,,,,,,,,,,,,,,,,,
37.0,Trigo. pan francés,,1122.1,268.0,,8.4,0.7,,1.37,136.0,175.0,19.0,136.0,1.0,1.8,,,,,Cereales.xls,,,,,,,29.8,57.0,2.8,,,,,,,,,,,,,,,
36.0,Trigo. pan francés,,1126.3,269.0,,9.3,0.2,57.4,2,274.0,93.0,22.0,107.0,1.1,,0.242,0.282,2.3,,Cereales.xls,,,,,,,30.9,,,,,,,,,,,,,,,,,
42.0,Trigo. pan negro con levadura agria,,1134.7,271.0,,8.4,0.5,58.3,1.2,84.0,165.0,21.0,208.0,2.9,,,,,,Cereales.xls,,,,,,,31.6,,,,,,,,,,,,,,,,,
43.0,Trigo. pan negro con levadura comprimida,,1126.3,269.0,,9.5,2.4,52.4,1.7,123.0,161.0,21.0,379.0,2.9,,,,,,Cereales.xls,,,,,,,34.0,,,,,,,,,,,,,,,,,
44.0,Trigo. pan negro sin levadura,,1126.3,269.0,,9.6,0.6,56.3,1.3,45.0,214.0,24.0,210.0,2.3,,,,,,Cereales.xls,,,,,,,32.2,,,,,,,,,,,,,,,,,
35.0,Trigo. salvado,,716.0,171.0,,16.3,5.5,,5.42,27.0,1304.0,74.0,904.0,9.2,9.6,1.058,0.5,19.1,,Cereales.xls,,,,,,,14.0,14.0,44.7,,,,,,,,,,,,,,,
45.0,Trigo. sémola. cruda,,1461.3,349.0,,11.7,0.9,73.4,1.6,11.0,149.0,12.0,132.0,2.71,,0.183,0.124,3.6,,Cereales.xls,,,,,,,12.4,,,,,,,,,,,,,,,,,
46.0,Trigo. sémola. hervida,,293.1,70.0,,2.4,...,15,0.4,5.0,26.0,3.0,32.0,0.8,,,,,,Cereales.xls,,,,,,,82.2,,,,,,,,,,,,,,,,,
47.0,Trigo. tallarines. frescos. hervidos,,410.3,98.0,,4.1,1.5,16.9,2.9,,,,,,,,,,,Cereales.xls,,,,,,,74.6,,,,,,,,,,,,,,,,,
496.0,Aceituna de monte,Zyziphus sativa,389.4,93.0,77.7,1.6,0.4,19.4,192,33.0,29.0,0.59,,,,,,,10.0,Frutas.xls,,,,,,,,0.85,,,,,,,,,,,,,,,,
119.0,Aceituna verde. pulpa. encurtida,Olea europaea,602.9,144.0,75.2,1.5,13.5,4,91,61.0,17.0,1.03,,0.025,0.137,,,2.6,1.6,Frutas.xls,,,,,,,,5.8,2250.0,,,,,,,,,,,,,,,
121.0,Ananá enlatado. contenido envase,,364.3,87.0,78,0.4,0.1,21.1,57,13.0,5.0,1.7,,0.08,0.081,,,0.6,12.8,Frutas.xls,,,,,,,,0.4,1.0,,,,,,,,,,,,,,,
120.0,Ananá. pulpa. fresco,Ananassa sativa L.,242.8,58.0,85.3,0.4,0.2,13.7,247,12.0,8.0,0.42,,0.066,0.078,,,1,40.3,Frutas.xls,,,,,,,,0.4,2.0,,,,,,,,,,,,,,,
122.0,Banana. pulpa. fresca,Musa sapientum L.,414.5,99.0,74.8,1.2,0.2,23,348,7.0,28.0,0.41,,0.061,0.087,,,1.2,6.1,Frutas.xls,,,,,,,,0.8,1.0,,,,,,,,,,,,,,,
123.0,Cereza. pulpa. fresca,Prunus avium L,284.7,68.0,83,1.1,0.5,14.8,275,16.0,17.0,0.38,,0.002,0.035,,,0.8,5.6,Frutas.xls,,,,,,,,0.6,3.0,,,,,,,,,,,,,,,
125.0,Ciruela. pasa. cruda,Prunus domestica L,1067.7,255.0,32.9,1.9,0.1,61.6,846,46.0,92.0,1.81,,0.172,0.569,,,2.7,7.4,Frutas.xls,,,,,,,,3.5,21.0,,,,,,,,,,,,,,,
126.0,Ciruela. pasa. hervida,Prunus domestica L,690.9,165.0,56.4,1.0,0.1,40.1,534,31.0,64.0,3.25,,,,,,,,Frutas.xls,,,,,,,,2.4,16.0,,,,,,,,,,,,,,,
124.0,Ciruela. pulpa. fresca,Prunus domestica L,234.5,56.0,85.7,0.7,0.2,12.9,261,24.0,16.0,0.41,,0.026,0.059,,,0.8,4.2,Frutas.xls,,,,,,,,0.5,2.0,,,,,,,,,,,,,,,
127.0,Coco. pulpa. fresco. crudo,Cocos nucifera,1599.4,382.0,46.9,3.4,34.7,14,436,13.0,94.0,2.08,,0.173,...,,,0.1,,Frutas.xls,,,,,,,,1.0,17.0,,,,,,,,,,,,,,,
128.0,Damasco. pulpa. fresco. crudo,Prunus Armeniaca L.,238.7,57.0,85.4,1.0,0.1,12.9,320,17.0,21.0,0.37,,0.015,0.066,,,1.2,3.1,Frutas.xls,,,,,,,,0.6,1.0,,,,,,,,,,,,,,,
542.0,Doca,Morrenia odorata,205.2,49.0,85.1,1.6,1,11.5,312,41.0,35.0,0.6,,,,,,,41.6,Frutas.xls,,,,,,,,0.8,,,,,,,,,,,,,,,,
131.0,Durazno orejón. pulpa y piel. hervido,Prunus persica L.,167.5,40.0,89.3,2.5,...,7.5,276,20.0,43.0,2.84,,,,,,,,Frutas.xls,,,,,,,,0.7,14.0,,,,,,,,,,,,,,,
130.0,Durazno. pulpa. envasado al natural,Prunus persica L.,314.0,75.0,80.9,0.4,0.1,18.2,151,4.0,10.0,1.93,,0.021,0.045,,,1,3.6,Frutas.xls,,,,,,,,0.4,1.0,,,,,,,,,,,,,,,
129.0,Durazno. pulpa. fresco. crudo,Prunus persica L.,213.5,51.0,86.9,0.5,0.1,12,259,5.0,19.0,0.38,,0.02,0.04,,,0.8,6.3,Frutas.xls,,,,,,,,0.5,3.0,,,,,,,,,,,,,,,
132.0,Frutilla pulpa. fresca. cruda,Fragarta h chiloensis Duch Var. ananassa B.,171.7,41.0,90,0.8,0.6,8.1,161,22.0,23.0,0.71,,0.041,0.051,,,0.4,88.7,Frutas.xls,,,,,,,,0.5,2.0,,,,,,,,,,,,,,,
133.0,Granada. pulpa. fresca,Punica granatium L.,314.0,75.0,81,0.6,0.2,17.7,63,11.0,105.0,0.78,,0.01,0.03,,,...,,Frutas.xls,,,,,,,,0.5,85.0,,,,,,,,,,,,,,,
497.0,Guaraniná. Brumelia obtusifolia,Brumelia obtusifolia,615.5,147.0,65.6,1.6,3.2,23.7,200,56.0,23.0,1.33,,,,,,,16.4,Frutas.xls,,,,,,,,0.85,,,,,,,,,,,,,,,,
134.0,Higo. pulpa. fresca,Ficus carica L.,368.5,88.0,78,1.4,0.4,19.6,268,34.0,32.0,0.42,,0.01,0.045,,,0.7,0.6,Frutas.xls,,,,,,,,0.6,2.0,,,,,,,,,,,,,,,
135.0,Kaki. pulpa. fresco,Diospyrus Kaki L.,364.3,87.0,78.2,0.8,0.4,20,,,,,,0.016,0.001,,,0.1,13.1,Frutas.xls,,,,,,,,0.6,,,,,,,,,,,,,,,,
136.0,Kinoto. pulpa y cáscara. fresco. crudo,Fortunella spp.,305.7,73.0,81.3,0.9,0.1,17.1,,,,,,0.083,0.096,,,,57.6,Frutas.xls,,,,,,,,0.6,,,,,,,,,,,,,,,,
137.0,Limón. pulpa. fresco,Citrus limonia,184.2,44.0,89.3,0.9,0.6,8.7,163,107.0,21.0,0.35,,0.091,0.012,,,,62.6,Frutas.xls,,,,,,,,0.5,6.0,,,,,,,,,,,,,,,
139.0,Manzana. hervida,Malus sylvestria,108.9,26.0,92,0.5,...,6,58,3.0,5.0,0.64,,,,,,,,Frutas.xls,,,,,,,,1.5,4.0,,,,,,,,,,,,,,,
138.0,Manzana. pulpa. fresca. cruda,Malus sylvestria,268.0,64.0,84.1,0.3,0.4,14.9,122,4.0,9.0,0.5,,0.041,0.047,,,0.2,2.8,Frutas.xls,,,,,,,,0.3,5.0,,,,,,,,,,,,,,,
544.0,Mburucuyá maduro,Passiflora sp.,351.7,84.0,68.9,4.7,1.7,23.4,253,14.0,110.0,1.3,,,,,,,14.6,Frutas.xls,,,,,,,,1.38,,,,,,,,,,,,,,,,
543.0,Mburucuyá verde,Passiflora sp.,247.0,59.0,78.6,3.2,1.6,15.7,241,15.0,52.0,5.0,,,,,,,26.4,Frutas.xls,,,,,,,,0.88,,,,,,,,,,,,,,,,
140.0,Melón. pulpa. fresco,Cucumis melo L.,117.2,28.0,92.7,0.6,0.2,5.9,275,17.0,18.0,0.52,,0.042,0.031,,,0.3,14.8,Frutas.xls,,,,,,,,0.6,17.0,,,,,,,,,,,,,,,
141.0,Membrillo. pulpa. fresco. crudo,Cydonia oblonga L.,242.8,58.0,85.3,0.3,0.1,13.9,203,14.0,19.0,0.32,,0.032,0.054,,,0.9,3.4,Frutas.xls,,,,,,,,0.4,3.0,,,,,,,,,,,,,,,
142.0,Mora. fresca,Morus spp.,288.9,69.0,82.8,1.2,0.6,14.6,257,36.0,48.0,1.57,,0.053,0.079,,,1.1,2.4,Frutas.xls,,,,,,,,0.8,2.0,,,,,,,,,,,,,,,
502.0,Ñandapirí,Eugenia uniflora,293.1,70.0,82.8,1.7,0.7,14.3,213,34.0,32.0,0.84,,,,,,,21.5,Frutas.xls,,,,,,,,0.6,,,,,,,,,,,,,,,,
143.0,Palta. pulpa. fresca,Persea gratissima,1080.2,258.0,65.4,1.7,26.4,3.3,396,15.0,31.0,0.53,,0.043,0.14,,,0.4,5.8,Frutas.xls,,,,,,,,3.2,16.0,,,,,,,,,,,,,,,
145.0,Pera. orejón. crudo,Pirus comimunis L.,1251.9,299.0,24,2.3,0.4,71.6,,,,,,0.061,0.106,,,1.3,9.2,Frutas.xls,,,,,,,,1.7,,,,,,,,,,,,,,,,
144.0,Pera. pulpa. fresca. cruda,Pirus comimunis L.,293.1,70.0,82.7,0.7,0.4,15.8,129,8.0,10.0,0.19,,0.057,0.074,,,0.2,3.0,Frutas.xls,,,,,,,,0.4,2.0,,,,,,,,,,,,,,,
146.0,Pomelo. pulpa. fresco,Citrus grandis Osbeck,108.9,26.0,92.9,0.5,...,5.9,147,13.0,10.0,0.21,,0.104,0.078,,,...,47.8,Frutas.xls,,,,,,,,0.7,37.0,,,,,,,,,,,,,,,
147.0,Sandía. pulpa. fresca. cruda,Citrullus vulgaris Schard,129.8,31.0,92.1,0.5,0.2,6.9,73,11.0,3.0,0.23,,0.015,0.022,,,,9.1,Frutas.xls,,,,,,,,0.3,8.0,,,,,,,,,,,,,,,
545.0,Ubajay,Eugenia  myrciantes,205.2,49.0,89,1.1,1.6,8.1,97,32.0,19.0,0.4,,,,,,,75.1,Frutas.xls,,,,,,,,0.29,,,,,,,,,,,,,,,,
148.0,Aceite comestible mezcla Lira. 85% girasol. 15% oliva,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,12.0,33.6,54.6,,,,,,,,,,,,,,,,,,,,,
149.0,Aceite comestible mezcla Patito. 94% girasol. 6% maiz,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,11.0,27.6,61.1,,,,,,,,,,,,,,,,,,,,,
150.0,Aceite de canola,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,6.1,55.0,33.9,,,,,,,,,,,,,,,,,,,,,
151.0,Aceite de girasol Familiar,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,10.9,23.0,61.7,,,,,,,,,,,,,,,,,,,,,
152.0,Aceite de girasol Ideal,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,11.0,27.0,62.0,,,,,,,,,,,,,,,,,,,,,
153.0,Aceite de girasol Natura,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,9.9,24.8,60.9,,,,,,,,,,,,,,,,,,,,,
154.0,Aceite de maiz Arcor,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,14.4,33.6,47.7,,,,,,,,,,,,,,,,,,,,,
155.0,Aceite de maiz Cocinero,Oil,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,16.0,37.8,46.6,,,,,,,,,,,,,,,,,,,,,
156.0,Aceite de maiz Mazzola,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,15.2,31.8,48.7,,,,,,,,,,,,,,,,,,,,,
157.0,Aceite de oliva Cocinero,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,17.0,71.1,12.4,,,,,,,,,,,,,,,,,,,,,
158.0,Aceite de uva Cocinero,,3768.3,900.0,...,,100,,,,,,,,,,,,,Grasas.xls,11.0,23.6,65.6,,,,,,,,,,,,,,,,,,,,,
159.0,Grasa de cerdo,,3759.9,898.0,0.1,,99.8,,,,,,,,,,,,,Grasas.xls,,,,,,,,,,,,,,,,,,,,,,,,
160.0,Grasa Vacuna,,3764.1,899.0,0.1,,99.9,,,,,,,,,,,,,Grasas.xls,,,,,,,,,,,,,,,,,,,,,,,,
162.0,Margarina 100% vegetal Delicia,,3127.7,747.0,16,,83,,,,,,,,,,,,,Grasas.xls,20.3,49.8,12.9,,,,,,,,,,,,,,,,,,,,,
161.0,Margarina 100% vegetal Manty (en pote y en pan),,3127.7,747.0,16,,83,,,,,,,,,,,,,Grasas.xls,14.1,41.5,27.4,,,,,,,,,,,,,,,,,,,,,
163.0,Margarina reducida en calorias Manty liviana,,2110.2,504.0,42,,56,,,,,,,,,,,,,Grasas.xls,13.5,33.0,9.5,,,,,,,,,,,,,,,,,,,,,
350.0,Huevo de codorniz. entero. crudo,,728.5,174.0,71.9,13.6,13.3,0.1,,,,,,,,,,,,Huevo.xls,4.16,5.45,1.44,,,430.0,,,,1.1,,,,,,,,,,,,,,
347.0,Huevo de gallina. clara. cocido,,226.1,54.0,86.8,12.8,0.3,...,,,,,,,,,,,,Huevo.xls,,,,,,,,,,0.1,,,,,,,,,,,,,,
345.0,Huevo de gallina. clara. cruda,,201.0,48.0,87.1,11.6,0.2,...,,186.0,142.0,10.0,28.0,0.86,,,,,,Huevo.xls,,,,,,,,,,1.1,,,,,,,,,,,,,,
344.0,Huevo de gallina. entero. crudo,,653.2,156.0,74.9,12.0,11.8,0.4,,135.0,138.0,56.0,213.0,2.53,,0.25,0.523,0.2,,Huevo.xls,3.18,4.53,2.89,,,449.0,,,,0.95,,,,,,,,,,,,,,
348.0,Huevo de gallina. frito,,820.7,196.0,68,16.3,14.5,...,,220.0,176.0,64.0,256.0,2.53,,,,,,Huevo.xls,,,,,,,,,,1.2,,,,,,,,,,,,,,
349.0,Huevo de gallina. poché,,636.4,152.0,74.6,13.4,10.9,...,,183.0,57.0,104.0,166.0,3.4,,,,,,Huevo.xls,,,,,,,,,,1.1,,,,,,,,,,,,,,
346.0,Huevo de gallina. yema. cruda,,1360.8,325.0,52.1,16.6,28.7,...,,65.0,114.0,109.0,510.0,5.87,,,,,,Huevo.xls,,,,,,1315.0,,,,2.6,,,,,,,,,,,,,,
306.0,Leche. condensada. Nestlé,,1373.3,328.0,23.6,8.0,8.1,,4.5,,,,,,,,,,,Leche.xls,,,,,,,,,,,55.8,,,,,,,,,,,,,
296.0,Leche de burra. entera. fluida,,188.4,45.0,90.5,1.9,1.4,,...,,,,,,,,,,,Leche.xls,,,,,,,,,,,6.2,,,,,,,,,,,,,
297.0,Leche de cabra. entera. fluida,,326.6,78.0,86.2,3.3,5.9,,1.6,27.0,171.0,153.0,139.0,0.26,,,,,,Leche.xls,,,,,,,,,,,3,,,,,,,,,,,,,
298.0,Leche de oveja. entera. fluida,,414.5,99.0,82.6,5.5,6.5,,0.9,30.0,187.0,207.0,123.0,,,,,,,Leche.xls,,,,,,,,,,,4.5,,,,,,,,,,,,,
302.0,Leche de vaca. entera. fluida. adicionada con vitamina A,,238.7,57.0,88.7,3.1,2.9,,0.7,,,,,,,,,,,Leche.xls,,,,,,,,,,,4.6,,,,,,,,,,,,,
301.0,Leche de vaca. entera. fluida. pasteurizada,,238.7,57.0,88.7,3.1,2.9,,0.66,57.0,137.0,123.0,95.0,0.07,0.3,,,,,Leche.xls,,,,,,,,,,,4.6,,,,,,,,,,,,,
303.0,Leche de vaca parcialm. descremada. adic. con vit A y D,,184.2,44.0,90.1,3.2,1.4,,0.68,55.0,138.0,120.0,109.0,0.08,0.3,,,,,Leche.xls,,,,,,,,,,,4.6,,,,,,,,,,,,,
305.0,Leche en polvo descremada,,1549.2,370.0,3.2,35.5,1,,8.2,563.0,1640.0,1303.0,1027.0,0.53,0.3,,,,,Leche.xls,,,,,,,,,,,52.2,,,,,,,,,,,,,
304.0,Leche en polvo entera,,2047.4,489.0,2.8,25.8,24.8,,5.7,404.0,1224.0,821.0,761.0,0.54,3.3,,,,,Leche.xls,,,,,,,,,,,40.9,,,,,,,,,,,,,
300.0,Leche humana. entera. en polvo,,2177.2,520.0,7,9.6,31.5,,2.4,114.0,383.0,229.0,110.0,0.48,,,,,,Leche.xls,,,,,,,,,,,49.5,,,,,,,,,,,,,
299.0,Leche humana. entera. fluida,,297.3,71.0,87,1.1,4.2,,0.6,11.0,44.0,32.0,14.0,0.04,,0.018,0.035,0.4,4.4,Leche.xls,,,,,,,,,,,7.1,,,,,,,,,,,,,
307.0,Manteca. fresca,,3173.7,758.0,15.3,0.5,84,,0.2,223.0,15.0,15.0,24.0,0.16,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
308.0,Queso crema. entero. untable ,,1030.0,246.0,66.2,6.6,22.6,,0.64,74.0,148.0,56.0,97.0,,,,,,,Leche.xls,,,,,,,,,,,3.9,,,,,,,,,,,,,
310.0,Queso descremado. untable,,343.3,82.0,78.6,13.7,0.3,,1.29,106.0,260.0,116.0,198.0,,,,,,,Leche.xls,,,,,,,,,,,6.1,,,,,,,,,,,,,
311.0,Queso. Petit Suisse,,762.0,182.0,68.1,14.1,14,,3.8,30.0,81.0,75.0,161.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
309.0,Queso semidescremado. untable,,435.4,104.0,77.8,11.5,4,,1.14,90.0,202.0,102.0,175.0,,,,,,,Leche.xls,,,,,,,,,,,5.5,,,,,,,,,,,,,
552.0,Queso  Blanco Argentino Semimagro ,  ,435.4,104.0,77.8,11.5,4,,1.14,90.0,202.0,102.0,175.0,,,,,,,Leche.xls,,,,,,,,,,,5.6,,,,,,,,,,,,,
312.0,Queso Belpaese,,1293.8,309.0,47.7,20.3,25.3,,6.7,510.0,56.0,610.0,450.0,,,0.037,0.448,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
313.0,Queso Camembert,,1201.7,287.0,55.3,20.1,23,,1.6,1240.0,66.0,75.0,330.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
315.0,Queso cremoso,,1264.5,302.0,49.9,19.7,22.9,,3.3,,,,,,,,,,,Leche.xls,,,,,,,,,,,4.2,,,,,,,,,,,,,
316.0,Queso cuartirolo,,1218.4,291.0,50.2,20.8,21.4,,3.7,360.0,64.0,625.0,700.0,,,0.037,0.929,,,Leche.xls,,,,,,,,,,,3.9,,,,,,,,,,,,,
317.0,Queso doble crema,,1088.6,260.0,59.5,18.0,20.9,,1.6,500.0,69.0,460.0,321.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
318.0,Queso Limburgués,,1356.6,324.0,47.8,21.8,26.3,,4.1,800.0,59.0,225.0,250.0,,,0.03,0.648,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
314.0,Queso mozarella,,1180.7,282.0,50.7,23.6,19.3,,3.1,,,,,,,,,,,Leche.xls,,,,,,,,,,,3.3,,,,,,,,,,,,,
319.0,Queso Por Salut,,1260.3,301.0,49.8,20.4,22.7,,3.3,,,,,,,,,,,Leche.xls,,,,,,,,,,,3.7,,,,,,,,,,,,,
550.0,Queso azul,  ,1578.5,377.0,40.2,20.0,31.1,,4.41,,,,,,,,,,,Leche.xls,,,,,,,,,,,4.3,,,,,,,,,,,,,
320.0,Queso Cheddar,,1494.8,357.0,36,29.5,26.5,,8,390.0,41.0,800.0,750.0,,,0.049,1.229,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
321.0,Queso Chubut,,1373.3,328.0,42.1,25.9,24.9,,7.1,270.0,68.0,450.0,500.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
322.0,Queso Fontina,,1423.6,340.0,36.4,24.3,33.6,,5.7,690.0,72.0,765.0,450.0,,,0.069,0.312,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
323.0,Queso Gorgonzola,,2009.8,480.0,31.7,21.6,43.7,,3,930.0,123.0,340.0,215.0,,,0.045,0.39,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
324.0,Queso Gruyere,,1586.9,379.0,37.1,28.6,29.4,,4.9,542.0,128.0,1080.0,698.0,0.26,,0.04,0.612,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
325.0,Queso Holanda,,1444.5,345.0,37.6,25.1,27.2,,10.1,730.0,84.0,890.0,630.0,,,0.056,0.268,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
326.0,Queso Pategrás,,1716.7,410.0,33.7,24.8,34.5,,7,720.0,74.0,475.0,530.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
327.0,Queso Roquefort,,1783.7,426.0,37.6,19.2,38.8,,4.4,1210.0,74.0,200.0,250.0,,,0.239,0.404,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
328.0,Queso Suizo,,1691.5,404.0,34,28.6,31.3,,4.2,,,,,,,,,,,Leche.xls,,,,,,,,,,,1.9,,,,,,,,,,,,,
329.0,Queso Tafí,,1498.9,358.0,41,21.8,30.1,,7.1,750.0,69.0,340.0,272.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
330.0,Queso Tandil,,1444.5,345.0,41.9,25.5,27,,5.6,,,,,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
331.0,Queso tipo Mar del Plata  ,,1390.1,332.0,39,25.4,25.6,,9.7,,,,,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
332.0,Queso Goya,,1683.2,402.0,29.2,29.7,31.5,,9.6,1020.0,68.0,950.0,510.0,,,0.054,0.613,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
