ID_SARA,Alimento,ID_SARA_1,ENERC_KJ,ENERC_KCAL,WATER,PROTCNT,FAT,CHOCDF,ASH,Sodiomg,K,CA,P,FE,ZN,THIA,RIBF,NIA,VITC,origen_categoria,FASAT,FAMS,FAPU,FAPUN6,FAPUN3,CHOLE,WATER ,CHOAVLDF,FIBTG,ASH ,CHOCDF ,F14D0,F16D0,F18D0,F20D0,F16D1,F18D1,F20D1,F18D2,F18D3,F20D4,F20D4N6,F20D5,F22D6
333.0,Queso Parmesano,,1465.4,350.0,34.3,32.7,24.4,,8.6,680.0,61.0,1170.0,775.0,,,,,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
334.0,Queso Provolone,,1637.1,391.0,31.9,32.1,29.2,,6.8,1190.0,72.0,925.0,765.0,,,0.068,0.28,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
335.0,Queso Reggianito,,1528.3,365.0,33.6,33.4,24.2,,5.46,1230.0,61.0,950.0,610.0,,,0.045,0.274,,,Leche.xls,,,,,,,,,,,3.4,,,,,,,,,,,,,
336.0,Queso Sardo,,1683.2,402.0,30.8,30.0,29.1,,5.14,,,,,,,,,,,Leche.xls,,,,,,,,,,,5,,,,,,,,,,,,,
337.0,Queso Sbrinz,,1494.8,357.0,35.1,29.4,26.6,,8.9,870.0,67.0,985.0,830.0,,,0.051,0.245,,,Leche.xls,,,,,,,,,,,...,,,,,,,,,,,,,
338.0,Ricota de leche entera,,703.4,168.0,70.9,11.6,11.8,,1.58,146.0,155.0,193.0,241.0,258.0,,,,,,Leche.xls,,,,,,,,,,,4,,,,,,,,,,,,,
551.0,Ricotta semidescremada,  ,703.4,168.0,70.9,11.6,11.7,,1.58,160.0,155.0,207.0,243.0,0.42,,,,,,Leche.xls,,,,,,,,,,,4,,,,,,,,,,,,,
341.0,Yogur descremado,,247.0,59.0,88.5,4.3,0.2,,1.1,75.0,177.0,110.0,125.0,93.0,372,,,,,Leche.xls,,,,,,,,,,,5.9,,,,,,,,,,,,,
343.0,Yogur descremado bebible,,125.6,30.0,91.8,3.3,0.1,,0.79,,,,,,,,,,,Leche.xls,,,,,,,,,,,4.1,,,,,,,,,,,,,
432.0,Yogur descremado fortificado con Ca,,201.0,48.0,86.8,4.6,0.1,,1.4,121.0,200.0,247.0,188.0,0.1,0.5,,,,,Leche.xls,,,,,,,,,,,7.1,,,,,,,,,,,,,
342.0,Yogur entero bebible,,343.3,82.0,81.7,2.8,2.2,,0.6,,,,,,,,,,,Leche.xls,,,,,,,,,,,12.7,,,,,,,,,,,,,
339.0,Yogur entero natural,,276.3,66.0,86.1,4.6,3,,1,,,,,,,,,,,Leche.xls,,,,,,,,,,,5.3,,,,,,,,,,,,,
340.0,Yogur entero saborizado,,368.5,88.0,79.8,4.4,2.4,,1,59.0,172.0,125.0,114.0,0.1,0.4,,,,,Leche.xls,,,,,,,,,,,12.4,,,,,,,,,,,,,
357.0,Mayonesa reducida en calorías,,1339.8,320.0,50,,32,,,,,,,,,,,,,Misc.xls,3.5,8.7,19.8,,,,,,,,,,,,,,,,,,,,,
358.0,Mayonesa Ri-k,,3027.2,723.0,10,,79,,,,,,,,,,,,,Misc.xls,9.0,21.5,48.5,,,,,,,,,,,,,,,,,,,,,
359.0,Mortadela,,1025.8,245.0,62.5,17.5,19,1,,,,,,,,,,,,Misc.xls,,,,,,,,,,,,,,,,,,,,,,,,
527.0,Polen de Totora,Typha domingensis,1205.9,288.0,18.5,14.2,3.2,60.8,,,,,,,,,,,,Misc.xls,,,,,,,,,,,,,,,,,,,,,,,,
164.0,Abadejo. fresco. crudo. carne,Genypterus blacodes,301.5,72.0,81.9,15.8,0.9,0.2,1.21,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
398.0,Amarillo. fresco. a la parrilla. músculo dorsal,Pimedolus clarias maculatus,766.3,183.0,65.9,21.3,10.9,,2.22,,,,,,,,,,,Pescados.xls,3.36,5.66,1.48,,,,,,,,,,,,,,,,,,,,,
397.0,Amarillo. fresco. al horno. músculo dorsal,Pimedolus clarias maculatus,974.4,233.0,61.3,19.9,17,,2.01,,,,,,,,,,,Pescados.xls,5.07,8.53,2.22,,,,,,,,,,,,,,,,,,,,,
395.0,Amarillo. fresco. crudo. músculo dorsal,Pimedolus clarias maculatus,591.8,141.0,73.7,17.3,8,,1.07,,,13.0,,0.6,,,,,,Pescados.xls,5.44,8.75,1.93,,,,,,,,,,,,,,,,,,,,,
399.0,Amarillo. fresco. frito. músculo dorsal,Pimedolus clarias maculatus,970.3,232.0,59.4,22.8,15.6,,1.9,,,,,,,,,,,Pescados.xls,5.11,8.58,2.23,,,,,,,,,,,,,,,,,,,,,
396.0,Amarillo. fresco. hervido. músculo dorsal,Pimedolus clarias maculatus,754.0,180.0,68.5,18.7,11.7,,1.09,,,,,,,,,,,Pescados.xls,3.13,5.27,1.38,,,,,,,,,,,,,,,,,,,,,
165.0,Anchoa. fresca. cruda. carne,Pomatomus saltatrix,385.2,92.0,76.4,21.5,0.4,0.5,1.2,80.0,266.0,20.0,220.0,1.4,,0.202,0.514,15.8,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
166.0,Anchoita. fresca. cruda. carne,Engraulis anchoita hubbs larini,540.1,129.0,73,19.2,5.4,0.8,1.59,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
403.0,Armado. fresco. al horno. músculo dorsal,Pterodotas granulosus,537.0,128.0,69.5,23.7,3.7,,1.93,,,,,,,,,,,Pescados.xls,0.92,1.12,0.54,,,,,,,,,,,,,,,,,,,,,
400.0,Armado. fresco. crudo. músculo dorsal,Pterodotas granulosus,314.1,75.0,81.6,15.4,1.5,,1.24,,,7.0,,1.36,,,,,,Pescados.xls,0.37,0.34,0.19,,,,,,,,,,,,,,,,,,,,,
401.0,Armado. fresco. crudo. músculo ventral,Pterodotas granulosus,430.0,103.0,79.9,14.6,4.9,,1.04,,,,,,,,,,,Pescados.xls,1.08,1.6,0.54,,,,,,,,,,,,,,,,,,,,,
404.0,Armado. fresco. frito. músculo dorsal,Pterodotas granulosus,542.9,130.0,70.6,21.4,4.9,,2.15,,,,,,,,,,,Pescados.xls,1.22,1.51,0.7,,,,,,,,,,,,,,,,,,,,,
402.0,Armado. fresco. hervido. músculo dorsal,Pterodotas granulosus,426.0,102.0,74.6,20.8,2.1,,1.21,,,,,,,,,,,Pescados.xls,0.51,0.63,0.29,,,,,,,,,,,,,,,,,,,,,
167.0,Besugo. fresco. crudo. carne,Pagrus pagrus,418.7,100.0,76,20.4,2,0,1.68,84.0,264.0,17.0,228.0,1.8,3.3,0.052,0.419,8,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
408.0,Boga. fresca. a la parrilla. músculo dorsal,Leporinus obtusidens,627.6,150.0,68.6,23.7,6.1,,2.04,,,,,,,,,,,Pescados.xls,1.78,8.58,0.49,,,,,,,,,,,,,,,,,,,,,
407.0,Boga. fresca. al horno. músculo dorsal,Leporinus obtusidens,626.5,150.0,67.4,25.1,5.5,,2.35,,,,,,,,,,,Pescados.xls,2.04,3.45,0.56,,,,,,,,,,,,,,,,,,,,,
168.0,Boga. fresca. cruda (carne entre aleta dorsal y ventral),Leporinus affinis,,,,,3.9,,,,,,,,,,,,,Pescados.xls,1.02,1.39,0.29,,,,,,,,,,,,,,,,,,,,,
405.0,Boga. fresca. cruda. músculo ventral,Leporinus obtusidens,754.7,180.0,68.5,18.5,11.8,,1.19,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
409.0,Boga. fresca. frita. músculo dorsal,Leporinus obtusidens,702.5,168.0,65.8,24.3,7.9,,2.35,,,,,,,,,,,Pescados.xls,2.34,3.97,0.64,,,,,,,,,,,,,,,,,,,,,
406.0,Boga. fresca. hervida. músculo dorsal,Leporinus obtusidens,663.2,158.0,69.4,22.7,7.5,,1.13,,,,,,,,,,,Pescados.xls,2.27,3.85,0.63,,,,,,,,,,,,,,,,,,,,,
169.0,Bonito. fresco. crudo. carne,Sarda sarda,917.0,219.0,62.2,22.0,14.5,...,1.25,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
170.0,Brótola. fresca. cruda. carne,Urophycis brasilensis,347.5,83.0,79.5,17.6,1.2,0.4,1.38,82.0,282.0,18.0,207.0,2.1,,0.076,0.155,27.2,2.7,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
171.0,Caballa. fresca. cruda. carne,Pneumatophorus japonicus marplatensis,971.4,232.0,60.4,22.0,15.8,0.4,1.41,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
173.0,Castañeta. fresca. cruda. carne,Cheilodactylus bergi,397.8,95.0,77.6,18.4,2.3,0.3,1.42,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
172.0,Castañeta. fresca. cruda. entera,Cheilodactylus bergi,711.8,170.0,67.4,17.0,11.1,0.5,3.97,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
174.0,Congrio. fresco. crudo. carne,Leptocephalus orbignyanus,448.0,107.0,77,17.2,4,0.7,1.2,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
175.0,Cornalito. fresco. crudo. entero,Sorgentinia incisa,360.1,86.0,79.2,16.0,2.2,0.6,2.15,90.0,296.0,680.0,590.0,2.0,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
176.0,Corvina blanca. fresca. cruda. carne,Micropogonias undulatus,406.1,97.0,77,19.5,1.9,0.4,1.28,,,,,,,0.095,0.214,3.1,2.9,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
177.0,Corvina negra. fresca. cruda. carne,Pagonias cromis,351.7,84.0,78.8,18.8,0.8,0.4,1.15,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
179.0,Dorado. fresco. crudo. carne,Salminus maxilosus,335.0,80.0,79.5,18.8,0.5,0.1,1.13,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
178.0,Dorado. fresco. crudo (carne entre aleta ventral y dorsal),Salminus maxilosus,,,,,2.6,,,,,,,,,,,,,Pescados.xls,0.63,0.85,0.29,,,,,,,,,,,,,,,,,,,,,
180.0,Gatuso. fresco. crudo. carne,,301.5,72.0,81.7,17.4,0.2,0.1,0.57,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
181.0,Jurel. fresco. crudo. carne,Trachurus pictatus,623.9,149.0,71.5,19.0,8,0.2,1.26,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
182.0,Lenguado. fresco. crudo. carne,Paralichthys spp,326.6,78.0,80.2,17.5,0.8,0.2,1.35,,,,,,,0.081,0.34,3.5,1.8,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
183.0,Lisa. fresca. cruda. carne,,611.3,146.0,72.3,17.9,7.8,1.1,0.96,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
184.0,Merluza. fresca. cruda. carne,Merluccis merluccis,339.1,81.0,80.2,17.1,1.3,0.1,1.24,91.0,262.0,21.0,216.0,1.9,,0.061,0.325,1.2,1.1,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
185.0,Mero. fresco. crudo. carne,Acanthistis brasilianus,347.5,83.0,79.4,17.9,1,0.5,1.2,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
413.0,Moncholo. fresco. al horno. músculo dorsal,Pimelodus albicans,792.4,189.0,65,22.0,11.3,,1.87,,,,,,,,,,,Pescados.xls,3.03,4.87,1.57,,,,,,,,,,,,,,,,,,,,,
410.0,Moncholo. fresco. crudo. músculo dorsal,Pimelodus albicans,468.4,112.0,76.6,17.5,4.7,,1.11,,,7.0,,0.8,,,,,,Pescados.xls,3.67,6.26,1.64,,,,,,,,,,,,,,,,,,,,,
411.0,Moncholo. fresco. crudo. músculo ventral,Pimelodus albicans,621.5,148.0,73.1,16.7,9.1,,1.11,,,,,,,,,,,Pescados.xls,3.89,7.47,1.74,,,,,,,,,,,,,,,,,,,,,
412.0,Moncholo. fresco. hervido. músculo dorsal,Pimelodus albicans,781.2,187.0,69.5,16.7,13.3,,0.94,,,,,,,,,,,Pescados.xls,2.0,3.33,0.96,,,,,,,,,,,,,,,,,,,,,
186.0,Palometa. fresca. cruda. carne,Parona signata,900.2,215.0,63.4,20.1,14.8,0.4,1.24,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
187.0,Pargo. fresco. crudo. carne,Umbrina canosal,473.1,113.0,75.4,19.1,3.9,0.3,1.28,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
416.0,Patí. fresco. a la parrilla. músculo dorsal,Luciopimelodus pati,707.6,169.0,66.5,22.6,8.8,,2.52,,,,,,,,,,,Pescados.xls,2.77,3.92,1.17,,,,,,,,,,,,,,,,,,,,,
415.0,Patí. fresco. al horno. músculo dorsal,Luciopimelodus pati,767.6,183.0,67.2,20.6,11.2,,2.17,,,,,,,,,,,Pescados.xls,3.49,4.85,1.47,,,,,,,,,,,,,,,,,,,,,
189.0,Patí. fresco. crudo. carne,Luciopimelodus pati,376.8,90.0,78.7,18.2,1.8,0.3,0.99,68.0,256.0,18.0,201.0,1.9,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
188.0,Patí. fresco. crudo (carne entre dorsal y ventral),Luciopimelodus pati,,,,,3.4,,,,,,,,,,,,,Pescados.xls,0.25,1.15,0.37,,,,,,,,,,,,,,,,,,,,,
428.0,Patí. fresco. crudo. músculo dorsal,Luciopimelodus pati,673.2,161.0,72.5,15.9,10.8,,1,,,9.0,,0.88,,,,,,Pescados.xls,3.28,4.7,1.39,,,,,,,,,,,,,,,,,,,,,
429.0,Patí. fresco. crudo. músculo ventral,Luciopimelodus pati,665.6,159.0,72.9,15.2,10.9,,0.97,,,,,,,,,,,Pescados.xls,3.65,3.18,1.64,,,,,,,,,,,,,,,,,,,,,
417.0,Patí. fresco. frito. músculo dorsal,Luciopimelodus pati,898.5,215.0,60.5,23.0,13.6,,2.16,,,,,,,,,,,Pescados.xls,4.33,6.11,1.81,,,,,,,,,,,,,,,,,,,,,
414.0,Patí. fresco. hervido. músculo dorsal,Luciopimelodus pati,556.8,133.0,73.8,19.6,6.1,,1.03,,,,,,,,,,,Pescados.xls,1.91,2.71,0.8,,,,,,,,,,,,,,,,,,,,,
190.0,Pejerrey agua dulce. fresco. crudo. carne,,322.4,77.0,80,18.3,0.4,,1.3,68.0,256.0,20.0,210.0,1.9,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
191.0,Pejerrey mar. fresco. crudo. carne,Atherinidas,360.1,86.0,78.2,18.6,1.2,0.2,1.73,,,,,,,,,,9.0,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
192.0,Pescadilla. fresca. crudo. carne,Cynosción striatus,406.1,97.0,77.7,17.8,2.8,0.2,1.5,90.0,279.0,18.0,205.0,2.2,,0.06,0.316,4,1.2,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
193.0,Pez Gallo. fresco. crudo. carne,Callorhynchus,351.7,84.0,77.4,20.2,0.4,,2.4,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
194.0,Pez palo. fresco. crudo. carne,Perophis brasilensis,402.0,96.0,77.4,20.1,1.7,0,1.26,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
195.0,Rubio. fresco. crudo. carne,Helicolenus dactylopterus labillei,456.4,109.0,76.9,17.1,4.5,,1.95,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
422.0,Sábalo. fresco. a la parrilla. músculo dorsal,Prochilodus lineatus,543.8,130.0,69.5,23.4,4,,2.61,,,,,,,,,,,Pescados.xls,1.8,1.87,0.52,,,,,,,,,,,,,,,,,,,,,
421.0,Sábalo. fresco. al horno. músculo dorsal,Prochilodus lineatus,638.8,153.0,65.2,25.1,5.8,,3.15,,,,,,,,,,,Pescados.xls,1.71,1.77,0.52,,,,,,,,,,,,,,,,,,,,,
418.0,Sábalo. fresco. crudo. músculo dorsal,Prochilodus lineatus,605.7,145.0,73.2,18.0,8.1,,1.15,,,10.0,,0.62,,,,,,Pescados.xls,2.14,2.35,0.58,,,,,,,,,,,,,,,,,,,,,
419.0,Sábalo. fresco. crudo. músculo ventral,Prochilodus lineatus,632.0,151.0,72.4,17.5,9,,1.16,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
423.0,Sábalo. fresco. frito. músculo dorsal,Prochilodus lineatus,694.0,166.0,65.5,24.9,7.4,,2.59,,,,,,,,,,,Pescados.xls,0.81,1.88,0.54,,,,,,,,,,,,,,,,,,,,,
420.0,Sábalo. fresco. hervido. músculo dorsal,Prochilodus lineatus,544.4,130.0,73,20.5,5.3,,1.2,,,,,,,,,,,Pescados.xls,1.48,1.53,0.8,,,,,,,,,,,,,,,,,,,,,
196.0,Sardina fueguina. fresca. cruda. carne,Fueguine sardine,569.4,136.0,70.2,14.0,8.9,...,6.86,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
426.0,Surubí. fresco. al horno. músculo dorsal,Pseudoplastistoma coruscans,1067.5,255.0,55.3,23.5,17.9,,3.18,,,,,,,,,,,Pescados.xls,5.52,7.79,2.48,,,,,,,,,,,,,,,,,,,,,
199.0,Surubí. fresco. crudo. carne,,460.6,110.0,76.5,18.2,4,0.2,1.07,72.0,276.0,20.0,203.0,1.9,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
198.0,Surubí. fresco. crudo. carne zona dorsal,Pseudoplastistoma coruscans,,,,,0.9,,,,,,,,,,,,,Pescados.xls,1.21,1.22,1.17,,,,,,,,,,,,,,,,,,,,,
197.0,Surubí. fresco. crudo. carne zona ventral,Pseudoplastistoma coruscans,,,,,1.7,,,,,,,,,,,,,Pescados.xls,0.23,0.66,0.35,,,,,,,,,,,,,,,,,,,,,
424.0,Surubí. fresco. crudo. músculo dorsal,Pseudoplastistoma coruscans,784.7,187.0,68.3,17.6,13,,1.11,,,1.0,,0.32,,,,,,Pescados.xls,2.68,3.25,1.33,,,,,,,,,,,,,,,,,,,,,
427.0,Surubí. fresco. frito. músculo dorsal,Pseudoplastistoma coruscans,1124.7,269.0,51.5,26.7,18,,3.68,,,,,,,,,,,Pescados.xls,5.3,7.48,2.39,,,,,,,,,,,,,,,,,,,,,
425.0,Surubí. fresco. hervido. músculo dorsal,Pseudoplastistoma coruscans,780.5,186.0,65.1,23.4,10.3,,1.17,,,,,,,,,,,Pescados.xls,3.17,4.48,1.44,,,,,,,,,,,,,,,,,,,,,
200.0,Tararira. fresca. cruda. carne,,330.8,79.0,79.9,18.1,0.6,0.4,1.04,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
201.0,Testolin. fresco. crudo. carne,Prionotus punctatus,410.3,98.0,77,18.9,2.4,0.2,1.45,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
203.0,Calamar. fresco. crudo (tubo aletas y tentáculos),Illex ilexebrosus,330.8,79.0,79.3,18.4,0.6,...,1.73,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
202.0,Calamar. fresco. entero. crudo,Illex ilexebrosus,335.0,80.0,79.1,18.5,0.7,...,1.73,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
204.0,Camarón. fresco. crudo. carne de cola,Artemesia longinaris,381.0,91.0,76.6,21.0,0.8,0,1.55,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
205.0,Centolla. fresca. carne. cruda,Lithodes antarcticus,276.3,66.0,83.9,13.9,1.1,0,1.55,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
206.0,Centolla. fresca (carne de pata solamente),Lithodes antarcticus,347.5,83.0,78.4,18.8,0.8,0,1.85,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
207.0,Langostino. fresco. crudo. carne de cola,Hymenopenaeus multeri,406.1,97.0,75.3,22.0,0.9,0.2,1.65,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
209.0,Mejillón. fresco. crudo (capturado en primavera),Mytilus platensis spp,397.8,95.0,77.9,17.6,1.6,2.5,2.98,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
208.0,Mejillón. fresco. crudo. carne,Mytilus platensis spp,268.0,64.0,83,11.9,1.1,1.7,2.27,289.0,315.0,88.0,236.0,5.8,,0.049,0.305,2.9,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
210.0,Mejillón. fresco. pre-cocido. carne,,351.7,84.0,72.8,21.1,,,,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
211.0,Ancho. pasta,,845.8,202.0,56.5,20.2,11.6,4.3,1.15,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
212.0,Caballa. tronco,Scomber japonicus marplatensis,887.6,212.0,62.5,26.5,11.8,...,2.26,,,,,,,,,,,Pescados.xls,,,,,,,,,,,,,,,,,,,,,,,,
351.0,Batata. dulce,,1101.2,263.0,31.7,0.9,0.1,65,2.3,19.0,231.0,24.0,35.0,0.65,,,,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
353.0,Chocolatín,,2298.7,549.0,0.5,5.4,31.5,62.4,0.2,93.0,487.0,175.0,215.0,1.67,,0.902,1.163,5.4,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
352.0,Ciruela. mermelada,,1281.2,306.0,22,3.7,0.2,73.1,1,,,,,,,0.041,0.058,0.1,1.8,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
549.0,Dulce de leche,,1314.7,314.0,28,6.5,6.6,57.4,1.49,138.0,265.0,253.0,176.0,0.37,0.7,,,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
546.0,Dulce de Leche Light,,1088.5,260.0,28.5,6.2,1.6,52.9,1.48,142.0,240.0,228.0,182.0,0.29,0.7,,,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
548.0,Dulce de leche para reposteria,,1327.3,317.0,28.5,7.3,7.5,55,1.7,141.0,371.0,279.0,219.0,0.55,87,,,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
547.0,Dulce de leche repostero suelto,,1411.0,337.0,24.4,5.3,7.9,7.9,1.28,138.0,272.0,209.0,146.0,1.61,0.8,,,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
354.0,Durazno. mermelada,,1272.8,304.0,20,3.5,0.1,76.4,0,,,,,,,0.006,0.01,0.2,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
355.0,Frutilla. mermelada,,1293.8,309.0,22,3.8,0.6,73.2,0.4,,,,,,,,,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
356.0,Leche. dulce de leche,,1427.8,341.0,24.3,8.1,9,56.8,1.8,122.0,393.0,322.0,257.0,0.27,,0.022,0.973,,,ProdAz.xls,,,,,,,,,,,,,,,,,,,,,,,,
494.0,Acelga. hoja,Beta vulgaris cycla,61.5,15.0,90.6,2.9,0.2,,2,235.0,493.0,101.0,41.0,1.8,0.4,0.089,0.14,0.5,21.1,Vegetales.xls,,,,,,,,0.4,3.9,,,,,,,,,,,,,,,
495.0,Acelga. tallo,Beta vulgaris cycla,33.1,8.0,94,1.2,0.1,,2,150.0,470.0,53.0,23.0,0.34,0.2,,,,,Vegetales.xls,,,,,,,,0.6,2.9,,,,,,,,,,,,,,,
499.0,Achicoria de Monte,Hipochaeris sp.,192.6,46.0,86.5,2.8,1.2,7.7,1.8,,260.0,69.0,29.0,2.57,,,,,9.9,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
50.0,Achicoria. hoja. fresca. cruda,Cichorium intybus,87.9,21.0,94.2,1.6,0.3,2.9,1,7.0,182.0,18.0,21.0,0.69,,,,,49.3,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
498.0,Achira (raíces),Canna coccinea,142.4,34.0,88.8,1.7,0.2,7.9,1.33,,677.0,36.0,53.0,0.77,,,,,5.6,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
51.0,Ajo. bulbo. fresco. crudo,Alium satyvum,414.5,99.0,74.2,4.4,0.2,20,1.2,,,,,,,0.296,0.061,0.7,8.8,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
52.0,Alcaucil. inflorescencia. fresco. crudo,Cynara scolymus,263.8,63.0,83.7,2.9,0.4,11.9,1.1,,,40.0,94.0,1.89,,0.05,,0.8,21.7,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
53.0,Alfalfa. hoja. fresca. cruda,Medicago sativa,238.7,57.0,80.6,6.6,0.4,6.8,5.6,12.0,976.0,525.0,155.0,3.89,,0.256,0.347,1.7,183.6,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
54.0,Arveja. semilla. fresca. cruda,Pisum sativum L.,427.1,102.0,71.2,8.9,...,16.6,3.3,38.0,395.0,21.0,129.0,1.63,,0.21,0.158,1.2,24.2,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
56.0,Arveja. semilla. fresca. enlatada,,439.6,105.0,70.4,6.0,0.8,,1.1,88.0,155.0,54.0,67.0,1.5,1.5,0.086,0.087,2.9,2.2,Vegetales.xls,,,,,,,,18.3,3.4,,,,,,,,,,,,,,,
55.0,Arveja. semilla. fresca. hervida,,322.4,77.0,79.4,5.8,...,13.4,1.4,20.0,159.0,17.0,69.0,1.13,,,,,6.7,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
57.0,Arveja. semilla. seca. entera. cruda ,Pisum sativum L.,1272.8,304.0,11.6,22.5,2.9,,2.56,14.0,1096.0,52.0,340.0,4.3,4.2,,,,,Vegetales.xls,,,,,,,,46.9,13.5,,,,,,,,,,,,,,,
58.0,Arveja. semilla. seca. partida. cruda,,1302.2,311.0,11.1,22.0,2.9,,2.65,16.0,988.0,51.0,349.0,4.5,3.7,,,,,Vegetales.xls,,,,,,,,49.1,12.2,,,,,,,,,,,,,,,
59.0,Arveja. semilla. seca. partida. hervida,,540.1,129.0,68,8.2,0.7,22.5,0.6,7.0,215.0,17.0,91.0,2.5,,,,,,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
60.0,Avellana. pepita. seca,Corylus. avellana,2796.9,668.0,6,12.7,60.9,17.7,2.7,19.0,618.0,287.0,354.0,4.1,,0.52,0.428,5,,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Batata. frita,Ipomaea batatas Lam,887.6,212.0,54,1.7,7.2,35,2.1,19.0,819.0,50.0,90.0,0.9,,,,,,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
62.0,Batata. hervida,Ipomaea batatas Lam,385.2,92.0,76.1,1.2,...,21.7,1,6.0,516.0,32.0,66.0,0.42,,,,,10.0,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
61.0,Batata. raiz. fresca. cruda,Ipomaea batatas Lam,351.7,84.0,78,1.1,...,19.8,1.1,6.0,417.0,34.0,64.0,0.25,,0.103,0.14,1.1,20.1,Vegetales.xls,,,,,,,,,,,,,,,,,,,,,,,,
